lat,lon,time,brightness
-33.92026469190043,18.42385115500727,444.0,35.11237431278935
-33.92025555211583,18.423865109455715,445.0,36.15102876639661
-33.92024665463923,18.423878304899713,446.0,36.563458538290895
-33.92023716132042,18.423889944554066,447.0,39.57223831741898
-33.92022771391672,18.423901350849633,448.0,43.73431731047454
-33.920218697560735,18.423912334930595,449.0,44.61920126832562
-33.92020912583688,18.423924191833045,450.0,43.61538242669753
-33.920199431369156,18.423936354390804,451.0,42.2668130304784
-33.92018938260781,18.42394762999563,452.0,40.98892047646605
-33.92017878465946,18.423958380978675,453.0,42.383766456886576
-33.92016794340976,18.42396880927038,454.0,42.83714216820988
-33.9201576744068,18.42397868801519,455.0,43.38769736207562
-33.92014791037865,18.42398809004662,456.0,41.60506052276234
-33.92013901569661,18.423997997646822,457.0,41.79364517023534
-33.92013080960178,18.4240082673956,458.0,42.62236864631559
-33.920122549898416,18.424018928669437,459.0,43.6849494839892
-33.9201134823671,18.424030009662737,460.0,45.6358528043017
-33.9201039573846,18.424040134993863,461.0,45.45667365933642
-33.92009453820963,18.424050033230337,462.0,45.143910469714505
-33.92008527156227,18.42406063197059,463.0,42.70424346547068
-33.92007546270351,18.42407080520197,464.0,40.37873993296682
-33.92006539063545,18.424081569171925,465.0,40.49442497347608
-33.9200555646956,18.42409295212809,466.0,39.59447211371528
-33.92004527796342,18.424103557503887,467.0,39.402675660686725
-33.92003649642482,18.42411310301162,468.0,36.68140341676312
-33.92002714391666,18.42412378691431,469.0,35.50952504099151
-33.920018117621936,18.42413465045499,470.0,36.32512062355324
-33.92000693800139,18.424141701944293,471.0,37.84798629195602
-33.9199954437848,18.424148083466413,472.0,39.13353847173997
-33.919983492393435,18.424154817936344,473.0,39.41201226128472
-33.91997129528004,18.42416027671301,474.0,37.06590838396991
-33.91995933866949,18.424165618963396,475.0,39.96868495611497
